incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause
INC10581,Firewall blocking outgoing traffic,Database,High,Open,CI-C0C87F23,CRQ935758,Increased heap size,"db, dns, crash",2025-02-26,Network Glitch
INC10582,Authentication failed for multiple users,Authentication,High,Resolved,CI-403106D9,CRQ999929,Updated routing table,"firewall, dns, db",2025-02-26,Change
INC10583,System rebooted unexpectedly,Network,High,Open,CI-5D825301,CRQ966791,Whitelisted IP range,"dns, crash, auth",2025-03-15,Unknown
INC10584,Firewall blocking outgoing traffic,Database,Medium,In Progress,CI-A89C266F,CRQ914955,Updated routing table,"crash, timeout, auth",2025-03-07,Unknown
INC10585,High latency in application,Performance,High,Resolved,CI-9A69A441,CRQ994293,Reconfigured firewall rules,"firewall, crash, dns",2025-03-04,Change
INC10586,Packet loss observed,Connectivity,High,In Progress,CI-40208989,CRQ956589,Updated routing table,"firewall, timeout, dns",2025-02-27,Change
INC10587,Application not responding,Database,Low,Resolved,CI-CA13A68E,CRQ954378,Updated routing table,"crash, router, db",2025-03-07,Change
INC10588,Unable to access service,Connectivity,Medium,Resolved,CI-46361946,CRQ999929,Whitelisted IP range,"router, timeout, latency",2025-02-19,Manual Error
INC10589,Authentication failed for multiple users,Performance,Medium,Resolved,CI-4E8CC79E,CRQ944210,,"auth, router, timeout",2025-02-22,Network Glitch
INC10590,Packet loss observed,Database,High,Resolved,CI-16880A9A,CRQ951762,Cleared DNS cache,"crash, auth, dns",2025-02-22,Unknown
INC10591,Authentication failed for multiple users,Connectivity,High,Open,CI-2D91E268,CRQ972999,Updated routing table,"timeout, latency, auth",2025-03-12,Change
INC10592,Service timeout in EU region,Authentication,Medium,In Progress,CI-1A411B1F,CRQ924929,,"router, timeout, firewall",2025-03-06,Network Glitch
INC10593,Packet loss observed,Connectivity,Low,Open,CI-79936698,CRQ922235,Restarted service,"crash, timeout, latency",2025-03-05,Infra Issue
INC10594,Service timeout in EU region,Database,High,In Progress,CI-A57A86E1,CRQ972107,Reconfigured firewall rules,"auth, firewall, router",2025-03-21,Change
INC10595,Authentication failed for multiple users,Network,Medium,Resolved,CI-8BE00422,CRQ912702,Cleared DNS cache,"dns, latency, timeout",2025-03-13,Unknown
INC10596,High latency in application,Authentication,Medium,Resolved,CI-A57A86E1,CRQ994452,Restarted service,"router, crash, latency",2025-02-23,Change
INC10597,Unable to access service,Connectivity,High,In Progress,CI-92B49625,CRQ963276,Cleared DNS cache,"db, router, latency",2025-03-11,Manual Error
INC10598,Application not responding,Network,High,Resolved,CI-62648CF1,CRQ964163,Whitelisted IP range,"db, auth, dns",2025-03-04,Change
INC10599,Application not responding,Connectivity,Low,In Progress,CI-F081C3E2,CRQ950119,,"firewall, router, timeout",2025-03-10,Change
INC10600,Packet loss observed,Connectivity,Medium,In Progress,CI-627A162A,CRQ970577,Restarted service,"crash, dns, router",2025-02-24,Infra Issue
INC10601,DNS lookup failed,Performance,High,In Progress,CI-CD8722F4,CRQ942900,Restarted service,"timeout, dns, firewall",2025-03-20,Unknown
INC10602,Authentication failed for multiple users,Connectivity,Low,Resolved,CI-1E16354D,CRQ969420,,"latency, timeout, dns",2025-02-26,Change
INC10603,Application not responding,Authentication,Medium,Open,CI-8751D263,CRQ963677,Reconfigured firewall rules,"timeout, dns, router",2025-03-11,Manual Error
INC10604,High latency in application,Authentication,Low,In Progress,CI-E052D553,CRQ945744,,"firewall, router, auth",2025-03-03,Unknown
INC10605,Database connection issues,Performance,Medium,Open,CI-F3DC27D5,CRQ986819,Reconfigured firewall rules,"db, latency, timeout",2025-03-09,Change
INC10606,Service timeout in EU region,Network,Low,In Progress,CI-200CCE31,CRQ966730,Restarted service,"dns, firewall, auth",2025-02-26,Change
INC10607,Unable to access service,Authentication,Medium,Open,CI-4C7385F1,CRQ931308,Cleared DNS cache,"crash, dns, router",2025-03-19,Manual Error
INC10608,High latency in application,Database,High,Open,CI-A89C266F,CRQ980680,Increased heap size,"crash, firewall, auth",2025-03-10,Change
INC10609,Unable to access service,Network,Medium,In Progress,CI-788425BE,CRQ905717,Updated routing table,"router, auth, latency",2025-02-24,Unknown
INC10610,DNS lookup failed,Authentication,Low,In Progress,CI-0A130978,CRQ907230,Cleared DNS cache,"dns, firewall, crash",2025-03-18,Change
INC10611,Service timeout in EU region,Database,Low,Resolved,CI-40208989,CRQ975179,Whitelisted IP range,"timeout, router, latency",2025-03-15,Network Glitch
INC10612,DNS lookup failed,Authentication,Low,In Progress,CI-5E3534B8,CRQ962913,Reconfigured firewall rules,"firewall, db, crash",2025-02-19,Unknown
INC10613,Firewall blocking outgoing traffic,Connectivity,Low,In Progress,CI-EA57CD70,CRQ950119,Increased heap size,"router, dns, latency",2025-03-07,Change
INC10614,Application not responding,Connectivity,Medium,In Progress,CI-1E16354D,CRQ911434,Reconfigured firewall rules,"timeout, router, dns",2025-03-04,Infra Issue
INC10615,Packet loss observed,Authentication,Medium,Open,CI-85009BE0,CRQ945482,Whitelisted IP range,"dns, auth, firewall",2025-03-01,Unknown
INC10616,High latency in application,Performance,Low,Resolved,CI-FEB9E731,CRQ917481,Reconfigured firewall rules,"timeout, latency, auth",2025-03-15,Unknown
INC10617,Packet loss observed,Network,Low,Open,CI-06F70C98,CRQ969420,Reconfigured firewall rules,"db, latency, dns",2025-02-19,Unknown
INC10618,System rebooted unexpectedly,Performance,Low,In Progress,CI-1005D47E,CRQ974974,Cleared DNS cache,"crash, router, latency",2025-03-05,Change
INC10619,Service timeout in EU region,Performance,Medium,Open,CI-324B6A9C,CRQ922235,,"timeout, dns, db",2025-02-20,Unknown
INC10620,Packet loss observed,Database,High,Resolved,CI-BA06172F,CRQ930095,Reconfigured firewall rules,"router, dns, crash",2025-03-13,Network Glitch
INC10621,Application not responding,Connectivity,Medium,In Progress,CI-F28930B5,CRQ945744,Restarted service,"dns, auth, crash",2025-03-11,Unknown
INC10622,High latency in application,Network,High,Resolved,CI-78D7E4EB,CRQ950593,Updated routing table,"latency, router, dns",2025-02-21,Change
INC10623,High latency in application,Connectivity,Medium,In Progress,CI-324B6A9C,CRQ935986,Restarted service,"firewall, router, crash",2025-03-15,Change
INC10624,Database connection issues,Authentication,Medium,Open,CI-619B8270,CRQ917471,,"crash, db, dns",2025-02-24,Infra Issue
INC10625,High latency in application,Network,Low,In Progress,CI-6E4827E0,CRQ931725,Cleared DNS cache,"firewall, router, timeout",2025-03-19,Change
INC10626,Service timeout in EU region,Connectivity,High,Open,CI-A0FA0F7E,CRQ983959,,"db, dns, latency",2025-03-14,Change
INC10627,Packet loss observed,Network,High,In Progress,CI-62648CF1,CRQ924814,,"dns, auth, latency",2025-03-07,Network Glitch
INC10628,DNS lookup failed,Authentication,Medium,In Progress,CI-55755844,CRQ966963,Whitelisted IP range,"crash, timeout, router",2025-03-21,Unknown
INC10629,DNS lookup failed,Connectivity,High,Resolved,CI-163F178B,CRQ940328,Updated routing table,"timeout, router, db",2025-03-05,Unknown
INC10630,Database connection issues,Performance,Medium,Open,CI-9D31BC42,CRQ927136,Cleared DNS cache,"db, auth, router",2025-02-24,Unknown
INC10631,Application not responding,Performance,High,Open,CI-2D91E268,CRQ922259,Increased heap size,"firewall, latency, crash",2025-02-28,Manual Error
INC10632,Database connection issues,Network,Low,Open,CI-CA13A68E,CRQ969510,,"db, latency, dns",2025-03-18,Change
INC10633,High latency in application,Authentication,High,Open,CI-FEB9E731,CRQ927508,Updated routing table,"crash, firewall, latency",2025-03-20,Change
INC10634,Authentication failed for multiple users,Performance,High,Resolved,CI-619B8270,CRQ975179,Whitelisted IP range,"db, auth, router",2025-03-09,Change
INC10635,Database connection issues,Connectivity,High,In Progress,CI-324B6A9C,CRQ953032,,"auth, latency, dns",2025-03-05,Unknown
INC10636,System rebooted unexpectedly,Performance,Medium,Open,CI-C0C87F23,CRQ986819,Cleared DNS cache,"latency, timeout, crash",2025-02-25,Infra Issue
INC10637,Database connection issues,Authentication,Medium,In Progress,CI-8FBDDC04,CRQ925316,Increased heap size,"router, firewall, auth",2025-02-21,Change
INC10638,Service timeout in EU region,Performance,High,Open,CI-FEB9E731,CRQ955381,Reconfigured firewall rules,"dns, router, auth",2025-02-28,Network Glitch
INC10639,Service timeout in EU region,Performance,Low,In Progress,CI-A57A86E1,CRQ937950,Reconfigured firewall rules,"dns, timeout, firewall",2025-03-05,Change
INC10640,Database connection issues,Authentication,High,Resolved,CI-200CCE31,CRQ999929,Whitelisted IP range,"latency, timeout, crash",2025-02-25,Network Glitch
INC10641,Service timeout in EU region,Connectivity,High,Open,CI-D5746A4A,CRQ951762,Whitelisted IP range,"latency, auth, db",2025-03-09,Manual Error
INC10642,Packet loss observed,Database,High,Resolved,CI-260F39A7,CRQ925114,Whitelisted IP range,"router, db, firewall",2025-02-25,Manual Error
INC10643,Firewall blocking outgoing traffic,Authentication,Low,In Progress,CI-4E8CC79E,CRQ977343,Cleared DNS cache,"dns, db, firewall",2025-03-01,Infra Issue
INC10644,Database connection issues,Authentication,High,Resolved,CI-8BE00422,CRQ901060,Increased heap size,"firewall, crash, db",2025-03-13,Change
INC10645,Authentication failed for multiple users,Performance,Low,Open,CI-2439E08A,CRQ941861,Whitelisted IP range,"crash, dns, timeout",2025-03-14,Unknown
INC10646,Service timeout in EU region,Network,High,Resolved,CI-7342C0ED,CRQ990653,Restarted service,"auth, dns, router",2025-03-12,Unknown
INC10647,Database connection issues,Database,Low,Open,CI-291C7AF7,CRQ902688,Increased heap size,"latency, db, firewall",2025-03-02,Network Glitch
INC10648,Authentication failed for multiple users,Database,Low,Resolved,CI-8BD96E5A,CRQ951621,Cleared DNS cache,"crash, timeout, db",2025-02-20,Change
INC10649,System rebooted unexpectedly,Connectivity,High,Resolved,CI-6E4827E0,CRQ957956,Increased heap size,"router, auth, latency",2025-03-15,Infra Issue
INC10650,Application not responding,Authentication,Medium,In Progress,CI-F33AA9C4,CRQ956283,Reconfigured firewall rules,"router, timeout, latency",2025-03-05,Unknown
INC10651,Service timeout in EU region,Network,Low,In Progress,CI-788425BE,CRQ935986,Restarted service,"firewall, router, timeout",2025-03-17,Unknown
INC10652,Firewall blocking outgoing traffic,Connectivity,Low,Open,CI-FEB9E731,CRQ927582,,"db, firewall, latency",2025-02-28,Change
INC10653,High latency in application,Network,Medium,In Progress,CI-8751D263,CRQ976879,Reconfigured firewall rules,"db, auth, crash",2025-03-03,Network Glitch
INC10654,Unable to access service,Database,Medium,Resolved,CI-BA06172F,CRQ933077,Whitelisted IP range,"dns, router, firewall",2025-03-14,Network Glitch
INC10655,System rebooted unexpectedly,Network,High,In Progress,CI-E052D553,CRQ970012,Whitelisted IP range,"timeout, latency, dns",2025-03-14,Change
INC10656,DNS lookup failed,Database,High,Open,CI-34393CCA,CRQ933777,Restarted service,"router, db, crash",2025-03-15,Change
INC10657,Unable to access service,Performance,High,In Progress,CI-CD8722F4,CRQ955216,,"dns, timeout, auth",2025-02-19,Change
INC10658,Application not responding,Performance,Low,Open,CI-F28930B5,CRQ992693,Cleared DNS cache,"timeout, router, firewall",2025-02-20,Change
INC10659,System rebooted unexpectedly,Authentication,Medium,Resolved,CI-FEB9E731,CRQ964163,Whitelisted IP range,"db, auth, latency",2025-02-23,Change
INC10660,Packet loss observed,Authentication,Low,Open,CI-9D31BC42,CRQ946261,,"timeout, dns, router",2025-03-07,Infra Issue
INC10661,Application not responding,Network,High,In Progress,CI-13823F6F,CRQ920549,Increased heap size,"db, router, crash",2025-03-03,Network Glitch
INC10662,Firewall blocking outgoing traffic,Database,Medium,Open,CI-80DBA4BB,CRQ964163,Whitelisted IP range,"crash, db, latency",2025-02-21,Unknown
INC10663,Firewall blocking outgoing traffic,Network,High,Open,CI-F081C3E2,CRQ972797,,"timeout, router, auth",2025-03-09,Change
INC10664,Authentication failed for multiple users,Performance,High,Open,CI-F86E3471,CRQ979331,Reconfigured firewall rules,"auth, firewall, router",2025-03-20,Unknown
INC10665,System rebooted unexpectedly,Connectivity,High,Resolved,CI-619B8270,CRQ948529,,"dns, router, latency",2025-03-14,Unknown
INC10666,Application not responding,Performance,Medium,In Progress,CI-291C7AF7,CRQ942900,Cleared DNS cache,"db, firewall, auth",2025-03-18,Change
INC10667,Firewall blocking outgoing traffic,Authentication,Low,Resolved,CI-1E16354D,CRQ959557,Updated routing table,"dns, db, latency",2025-03-03,Infra Issue
INC10668,Database connection issues,Database,Medium,In Progress,CI-40208989,CRQ922958,,"dns, timeout, db",2025-02-20,Change
INC10669,Service timeout in EU region,Connectivity,High,Resolved,CI-627A162A,CRQ949751,Cleared DNS cache,"db, latency, timeout",2025-03-19,Change
INC10670,Service timeout in EU region,Network,High,Open,CI-DE8D4597,CRQ972797,Cleared DNS cache,"db, auth, firewall",2025-03-03,Change
INC10671,Database connection issues,Authentication,High,Open,CI-B8CF575E,CRQ956283,Restarted service,"latency, crash, db",2025-03-18,Unknown
INC10672,Authentication failed for multiple users,Database,Low,Resolved,CI-A7BC8E43,CRQ949751,,"firewall, dns, router",2025-03-15,Network Glitch
INC10673,Firewall blocking outgoing traffic,Database,Low,Resolved,CI-8BE00422,CRQ999713,Increased heap size,"crash, firewall, latency",2025-03-20,Unknown
INC10674,Packet loss observed,Database,Medium,Open,CI-565AF07B,CRQ969652,Reconfigured firewall rules,"timeout, auth, dns",2025-03-03,Manual Error
INC10675,Application not responding,Authentication,High,In Progress,CI-34393CCA,CRQ977343,Reconfigured firewall rules,"firewall, crash, timeout",2025-02-22,Manual Error
INC10676,Service timeout in EU region,Performance,Medium,In Progress,CI-A0FA0F7E,CRQ921978,Whitelisted IP range,"auth, crash, latency",2025-03-19,Change
INC10677,Service timeout in EU region,Connectivity,Medium,Open,CI-90A1989F,CRQ949751,Updated routing table,"router, db, firewall",2025-03-11,Unknown
INC10678,Unable to access service,Network,High,In Progress,CI-F3DC27D5,CRQ950377,Updated routing table,"dns, db, firewall",2025-03-12,Unknown
INC10679,DNS lookup failed,Authentication,Low,Open,CI-CD8722F4,CRQ978369,Reconfigured firewall rules,"db, router, timeout",2025-03-06,Unknown
INC10680,Service timeout in EU region,Authentication,High,Resolved,CI-53B556DA,CRQ923541,Updated routing table,"dns, firewall, router",2025-02-20,Unknown
INC10681,Service timeout in EU region,Authentication,Medium,Resolved,CI-4C7385F1,CRQ964523,Updated routing table,"dns, firewall, crash",2025-03-18,Unknown
INC10682,Firewall blocking outgoing traffic,Performance,Low,Resolved,CI-8FBDDC04,CRQ977400,Cleared DNS cache,"crash, router, dns",2025-02-24,Infra Issue
INC10683,Database connection issues,Connectivity,High,Resolved,CI-A89C266F,CRQ945744,Whitelisted IP range,"firewall, db, router",2025-02-21,Manual Error
INC10684,Firewall blocking outgoing traffic,Database,Medium,Open,CI-A89C266F,CRQ965316,Whitelisted IP range,"db, firewall, latency",2025-03-01,Manual Error
INC10685,Database connection issues,Connectivity,High,Open,CI-8BD96E5A,CRQ929120,Whitelisted IP range,"latency, crash, dns",2025-03-03,Change
INC10686,System rebooted unexpectedly,Database,Low,Open,CI-001456E7,CRQ937121,Cleared DNS cache,"router, dns, timeout",2025-02-20,Unknown
INC10687,DNS lookup failed,Connectivity,Medium,In Progress,CI-2439E08A,CRQ969304,Whitelisted IP range,"dns, timeout, latency",2025-02-26,Change
INC10688,Authentication failed for multiple users,Performance,High,In Progress,CI-C3AEAC79,CRQ977343,,"latency, db, dns",2025-03-08,Change
INC10689,Firewall blocking outgoing traffic,Connectivity,Low,In Progress,CI-80DBA4BB,CRQ948477,Cleared DNS cache,"dns, db, crash",2025-03-05,Infra Issue
INC10690,System rebooted unexpectedly,Authentication,Low,Resolved,CI-291C7AF7,CRQ992693,Restarted service,"firewall, auth, crash",2025-03-03,Infra Issue
INC10691,Database connection issues,Authentication,Low,Resolved,CI-A7BC8E43,CRQ900467,Restarted service,"dns, auth, router",2025-03-11,Infra Issue
INC10692,Service timeout in EU region,Connectivity,Low,Resolved,CI-200CCE31,CRQ976879,Updated routing table,"latency, timeout, auth",2025-03-13,Unknown
INC10693,Unable to access service,Authentication,High,In Progress,CI-2FDE67B6,CRQ911238,,"db, dns, firewall",2025-03-01,Network Glitch
INC10694,Unable to access service,Network,High,Open,CI-5CBCAC88,CRQ918879,Whitelisted IP range,"timeout, auth, crash",2025-02-28,Change
INC10695,Service timeout in EU region,Authentication,High,Open,CI-260F39A7,CRQ914970,,"latency, router, crash",2025-03-13,Infra Issue
INC10696,High latency in application,Network,Medium,Open,CI-4E8CC79E,CRQ917481,Reconfigured firewall rules,"firewall, db, latency",2025-03-01,Unknown
INC10697,Packet loss observed,Connectivity,Medium,In Progress,CI-BA06172F,CRQ968091,,"auth, db, crash",2025-03-16,Change
INC10698,Unable to access service,Connectivity,High,In Progress,CI-34393CCA,CRQ961097,Restarted service,"crash, latency, firewall",2025-02-26,Change
INC10699,DNS lookup failed,Database,High,In Progress,CI-4C7385F1,CRQ969202,Restarted service,"auth, firewall, dns",2025-03-10,Manual Error
INC10700,Packet loss observed,Network,Medium,Open,CI-F7FDC10D,CRQ924814,Cleared DNS cache,"firewall, crash, latency",2025-03-10,Unknown
INC10701,High latency in application,Performance,Low,Resolved,CI-403106D9,CRQ984809,,"dns, firewall, timeout",2025-02-23,Network Glitch
INC10702,Application not responding,Performance,Low,Open,CI-B6A46B30,CRQ957081,Restarted service,"router, firewall, auth",2025-02-19,Change
INC10703,Service timeout in EU region,Database,Medium,Resolved,CI-F33AA9C4,CRQ943317,Whitelisted IP range,"timeout, latency, firewall",2025-03-04,Change
INC10704,Service timeout in EU region,Connectivity,High,Resolved,CI-0447FD5C,CRQ981974,Cleared DNS cache,"firewall, router, auth",2025-03-20,Infra Issue
INC10705,Authentication failed for multiple users,Authentication,High,Resolved,CI-46361946,CRQ998230,Reconfigured firewall rules,"crash, firewall, dns",2025-02-27,Change
INC10706,Authentication failed for multiple users,Database,High,Resolved,CI-16880A9A,CRQ976879,Cleared DNS cache,"dns, router, latency",2025-03-10,Infra Issue
INC10707,Unable to access service,Performance,High,In Progress,CI-8FBDDC04,CRQ987860,Increased heap size,"latency, crash, timeout",2025-03-21,Infra Issue
INC10708,Packet loss observed,Database,Low,In Progress,CI-5B8CC68D,CRQ956589,Whitelisted IP range,"db, dns, crash",2025-03-11,Manual Error
INC10709,Packet loss observed,Performance,Low,Open,CI-1CE63E7D,CRQ942274,Updated routing table,"auth, crash, router",2025-02-19,Change
INC10710,Packet loss observed,Database,Medium,Open,CI-8BD96E5A,CRQ944640,Updated routing table,"router, db, auth",2025-03-12,Change
INC10711,DNS lookup failed,Database,Low,Resolved,CI-291C7AF7,CRQ932879,Increased heap size,"timeout, auth, crash",2025-02-21,Change
INC10712,Application not responding,Authentication,Medium,Resolved,CI-1CE63E7D,CRQ929882,Restarted service,"latency, dns, auth",2025-03-02,Manual Error
INC10713,Authentication failed for multiple users,Performance,Medium,Resolved,CI-001456E7,CRQ929882,Increased heap size,"timeout, latency, crash",2025-03-03,Unknown
INC10714,Authentication failed for multiple users,Authentication,Low,Resolved,CI-4C7385F1,CRQ996672,Restarted service,"auth, crash, timeout",2025-03-02,Change
INC10715,Packet loss observed,Database,Low,Resolved,CI-566F7AA7,CRQ973827,,"db, crash, router",2025-03-19,Change
INC10716,Packet loss observed,Connectivity,High,Open,CI-6FD9D455,CRQ950119,Reconfigured firewall rules,"timeout, crash, db",2025-02-23,Network Glitch
INC10717,Database connection issues,Authentication,Medium,Resolved,CI-2D91E268,CRQ927508,Updated routing table,"router, timeout, auth",2025-03-17,Network Glitch
INC10718,Authentication failed for multiple users,Connectivity,Low,In Progress,CI-FEAE6368,CRQ951154,Increased heap size,"crash, db, firewall",2025-03-12,Change
INC10719,Authentication failed for multiple users,Authentication,High,In Progress,CI-DE8D4597,CRQ998230,Reconfigured firewall rules,"auth, timeout, router",2025-03-05,Unknown
INC10720,High latency in application,Network,High,Open,CI-324B6A9C,CRQ976101,Increased heap size,"router, auth, dns",2025-03-01,Manual Error
INC10721,DNS lookup failed,Authentication,High,Open,CI-C3AEAC79,CRQ955468,Whitelisted IP range,"crash, router, dns",2025-03-12,Network Glitch
INC10722,Packet loss observed,Database,Low,Resolved,CI-565AF07B,CRQ927136,Updated routing table,"auth, crash, db",2025-02-25,Network Glitch
INC10723,Authentication failed for multiple users,Database,Medium,Resolved,CI-5B8CC68D,CRQ924814,Cleared DNS cache,"timeout, db, latency",2025-03-04,Manual Error
INC10724,Authentication failed for multiple users,Connectivity,Medium,Open,CI-85009BE0,CRQ994355,Updated routing table,"crash, auth, dns",2025-02-21,Infra Issue
INC10725,Database connection issues,Network,High,In Progress,CI-1A411B1F,CRQ919589,Updated routing table,"timeout, db, router",2025-02-19,Unknown
INC10726,Unable to access service,Authentication,Low,In Progress,CI-CBA703B4,CRQ907230,,"dns, crash, db",2025-03-21,Network Glitch
INC10727,Authentication failed for multiple users,Performance,Medium,In Progress,CI-A7BC8E43,CRQ957956,,"latency, firewall, timeout",2025-02-28,Network Glitch
INC10728,Authentication failed for multiple users,Network,Medium,Resolved,CI-1CE63E7D,CRQ919519,Reconfigured firewall rules,"firewall, crash, timeout",2025-03-05,Change
INC10729,Service timeout in EU region,Database,Low,Resolved,CI-1CE63E7D,CRQ949313,,"dns, db, timeout",2025-02-20,Unknown
INC10730,Unable to access service,Authentication,Low,In Progress,CI-05BB57B3,CRQ953032,Cleared DNS cache,"timeout, dns, firewall",2025-03-11,Change
INC10731,System rebooted unexpectedly,Database,Medium,Open,CI-6CA0F946,CRQ955733,Increased heap size,"crash, db, timeout",2025-03-12,Network Glitch
INC10732,DNS lookup failed,Performance,Low,Open,CI-55755844,CRQ937059,Increased heap size,"dns, auth, firewall",2025-02-23,Network Glitch
INC10733,DNS lookup failed,Network,Low,Resolved,CI-788425BE,CRQ942274,Reconfigured firewall rules,"auth, db, timeout",2025-02-22,Unknown
INC10734,DNS lookup failed,Connectivity,Low,Resolved,CI-291C7AF7,CRQ933777,Whitelisted IP range,"db, firewall, timeout",2025-03-19,Infra Issue
INC10735,Firewall blocking outgoing traffic,Database,High,Open,CI-90A1989F,CRQ925087,Updated routing table,"timeout, db, dns",2025-03-18,Network Glitch
INC10736,Unable to access service,Authentication,Medium,Open,CI-A89C266F,CRQ999929,Updated routing table,"auth, router, latency",2025-02-24,Change
INC10737,Firewall blocking outgoing traffic,Performance,Low,In Progress,CI-0A130978,CRQ998230,Increased heap size,"crash, firewall, latency",2025-02-24,Infra Issue
INC10738,Packet loss observed,Network,High,Resolved,CI-9D31BC42,CRQ966070,Whitelisted IP range,"timeout, crash, db",2025-03-04,Change
INC10739,Packet loss observed,Performance,High,In Progress,CI-E864E104,CRQ956589,Cleared DNS cache,"crash, db, router",2025-03-08,Infra Issue
INC10740,DNS lookup failed,Authentication,High,In Progress,CI-59883B84,CRQ915081,Updated routing table,"router, dns, db",2025-02-20,Change
INC10741,High latency in application,Connectivity,High,Open,CI-6FD9D455,CRQ902688,Whitelisted IP range,"latency, firewall, timeout",2025-03-08,Unknown
INC10742,Application not responding,Database,Low,Resolved,CI-E2220172,CRQ940328,Whitelisted IP range,"router, dns, latency",2025-03-21,Unknown
INC10743,Firewall blocking outgoing traffic,Performance,High,In Progress,CI-EA57CD70,CRQ953171,Restarted service,"timeout, router, firewall",2025-02-23,Change
INC10744,Packet loss observed,Authentication,High,In Progress,CI-41F7A6BB,CRQ990330,Cleared DNS cache,"db, timeout, crash",2025-02-23,Change
INC10745,Packet loss observed,Authentication,Low,In Progress,CI-F28930B5,CRQ942274,Whitelisted IP range,"crash, router, dns",2025-03-07,Manual Error
INC10746,Packet loss observed,Authentication,High,In Progress,CI-77B123A1,CRQ954291,,"router, latency, dns",2025-02-20,Unknown
INC10747,Database connection issues,Performance,High,Resolved,CI-8BD96E5A,CRQ931308,Restarted service,"timeout, dns, firewall",2025-03-04,Manual Error
INC10748,Unable to access service,Authentication,Low,In Progress,CI-A7BC8E43,CRQ957160,Cleared DNS cache,"auth, timeout, crash",2025-02-22,Unknown
INC10749,Service timeout in EU region,Connectivity,Medium,In Progress,CI-D5746A4A,CRQ959789,Whitelisted IP range,"firewall, crash, timeout",2025-02-27,Change
INC10750,Application not responding,Network,Medium,Resolved,CI-8FBDDC04,CRQ911238,,"latency, crash, firewall",2025-03-18,Change
INC10751,Database connection issues,Connectivity,High,Resolved,CI-78BD6716,CRQ961694,Updated routing table,"timeout, dns, crash",2025-03-06,Unknown
INC10752,Unable to access service,Connectivity,High,Resolved,CI-200CCE31,CRQ975197,Cleared DNS cache,"dns, router, timeout",2025-02-24,Unknown
INC10753,Database connection issues,Database,High,Resolved,CI-001456E7,CRQ955733,Restarted service,"firewall, auth, timeout",2025-03-11,Infra Issue
INC10754,High latency in application,Network,Medium,In Progress,CI-34393CCA,CRQ912702,Increased heap size,"crash, auth, latency",2025-03-16,Change
INC10755,Authentication failed for multiple users,Database,Medium,Resolved,CI-F3DC27D5,CRQ955381,Cleared DNS cache,"crash, router, auth",2025-03-10,Change
INC10756,Database connection issues,Database,Low,Resolved,CI-59883B84,CRQ921978,Restarted service,"latency, db, timeout",2025-03-20,Change
INC10757,DNS lookup failed,Network,High,In Progress,CI-5D825301,CRQ956589,Whitelisted IP range,"timeout, crash, router",2025-03-03,Change
INC10758,Firewall blocking outgoing traffic,Authentication,High,Resolved,CI-CBA703B4,CRQ911434,Updated routing table,"firewall, crash, latency",2025-02-26,Change
INC10759,Unable to access service,Network,Low,In Progress,CI-1005D47E,CRQ940511,Cleared DNS cache,"db, firewall, latency",2025-03-05,Infra Issue
INC10760,Database connection issues,Network,High,Resolved,CI-1E857052,CRQ988271,Restarted service,"dns, crash, firewall",2025-02-22,Change
INC10761,Database connection issues,Network,Medium,Resolved,CI-FEAE6368,CRQ950593,Cleared DNS cache,"router, timeout, latency",2025-03-09,Unknown
INC10762,Application not responding,Network,Low,Resolved,CI-F3DC27D5,CRQ981655,,"router, db, timeout",2025-03-09,Change
INC10763,Packet loss observed,Authentication,Low,Open,CI-8BE00422,CRQ931321,Reconfigured firewall rules,"dns, latency, timeout",2025-03-01,Manual Error
INC10764,Service timeout in EU region,Authentication,High,In Progress,CI-FEAE6368,CRQ920510,Updated routing table,"router, firewall, auth",2025-02-24,Change
INC10765,High latency in application,Connectivity,Low,In Progress,CI-9D31BC42,CRQ967900,Whitelisted IP range,"latency, router, db",2025-03-06,Infra Issue
INC10766,High latency in application,Authentication,Low,Open,CI-2439E08A,CRQ996672,,"router, timeout, auth",2025-03-14,Change
INC10767,Firewall blocking outgoing traffic,Database,Medium,Open,CI-291C7AF7,CRQ928677,Cleared DNS cache,"timeout, auth, router",2025-03-19,Unknown
INC10768,Application not responding,Performance,Low,In Progress,CI-92B49625,CRQ936738,Whitelisted IP range,"auth, db, firewall",2025-03-17,Change
INC10769,Service timeout in EU region,Database,Low,In Progress,CI-5D825301,CRQ931308,Updated routing table,"router, firewall, db",2025-02-24,Unknown
INC10770,System rebooted unexpectedly,Performance,Medium,In Progress,CI-8BD96E5A,CRQ967782,,"crash, router, dns",2025-03-10,Unknown
INC10771,System rebooted unexpectedly,Network,High,In Progress,CI-8FBDDC04,CRQ990971,Restarted service,"db, crash, dns",2025-03-03,Change
INC10772,Packet loss observed,Performance,Medium,Resolved,CI-1BF32CB7,CRQ978702,Reconfigured firewall rules,"crash, latency, timeout",2025-03-16,Manual Error
INC10773,High latency in application,Network,Medium,Open,CI-A89C266F,CRQ954378,Updated routing table,"timeout, firewall, dns",2025-02-24,Unknown
INC10774,Firewall blocking outgoing traffic,Database,High,Resolved,CI-85009BE0,CRQ940328,Increased heap size,"router, db, timeout",2025-02-28,Manual Error
